model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V25,"[0, 0.65, 1]",4.635402558706261,"[92.58084971464807, 7.419150285351934]","[93.67088607594937, 6.329113924050633]","[69.04109589041096, 82.05128205128204]","[71.35135135135135, 68.0]"
V25,"[0, 0.7, 1]",4.175393873824668,"[92.83449587824984, 7.165504121750159]","[93.92405063291139, 6.075949367088607]","[68.98907103825137, 83.1858407079646]","[71.15902964959568, 70.83333333333334]"
V25,"[0, 0.75, 1]",4.438408926603606,"[93.02473050095116, 6.975269499048826]","[93.92405063291139, 6.075949367088607]","[68.9161554192229, 84.54545454545455]","[71.15902964959568, 70.83333333333334]"
V25,"[0, 0.8, 1]",4.365963380720018,"[93.08814204185161, 6.911857958148383]","[93.92405063291139, 6.075949367088607]","[68.93732970027247, 84.40366972477065]","[71.15902964959568, 70.83333333333334]"
V25,"[0, 0.85, 1]",12.513361926702252,"[97.71718452758402, 2.28281547241598]","[98.73417721518987, 1.2658227848101267]","[69.63011031797534, 86.11111111111111]","[71.53846153846153, 40.0]"
V25,"[0, 0.9, 1]",9.180077223306885,"[98.09765377298667, 1.9023462270133165]","[98.9873417721519, 1.0126582278481013]","[69.74789915966386, 83.33333333333334]","[71.35549872122762, 50.0]"
V26,"[0, 0.45, 1]",2.0188992380424193,"[87.82498414711478, 12.175015852885226]","[90.63291139240506, 9.367088607594937]","[69.09747292418773, 76.5625]","[70.6703910614525, 75.67567567567568]"
V26,"[0, 0.5, 1]",2.061086279557995,"[88.07863031071655, 11.92136968928345]","[90.88607594936708, 9.113924050632912]","[69.18646508279338, 76.06382978723404]","[70.75208913649024, 75.0]"
V26,"[0, 0.55, 1]",1.711428495710678,"[88.39568801521877, 11.60431198478123]","[90.88607594936708, 9.113924050632912]","[69.29698708751793, 75.40983606557377]","[70.75208913649024, 75.0]"
V26,"[0, 0.6, 1]",1.6694215991367578,"[88.71274571972098, 11.28725428027901]","[90.88607594936708, 9.113924050632912]","[69.26375982844888, 75.84269662921348]","[70.75208913649024, 75.0]"
V26,"[0, 0.65, 1]",1.3818559278967255,"[88.96639188332276, 11.033608116677234]","[90.88607594936708, 9.113924050632912]","[69.35138987883107, 75.28735632183908]","[70.75208913649024, 75.0]"
V26,"[0, 0.7, 1]",1.9377048105775283,"[89.47368421052632, 10.526315789473683]","[91.89873417721519, 8.10126582278481]","[69.24167257264352, 76.50602409638554]","[70.52341597796143, 78.125]"
V26,"[0, 0.75, 1]",2.0717773918683804,"[89.91756499682943, 10.082435003170577]","[92.40506329113924, 7.59493670886076]","[69.1114245416079, 77.9874213836478]","[70.41095890410959, 80.0]"
V26,"[0, 0.8, 1]",4.251749341037598,"[92.13696892834496, 7.863031071655041]","[95.18987341772151, 4.810126582278481]","[69.3737095664143, 77.41935483870968]","[71.27659574468085, 68.42105263157895]"
V26,"[0, 0.85, 1]",3.829033996663708,"[93.27837666455295, 6.721623335447051]","[95.69620253164557, 4.30379746835443]","[69.34058463630184, 79.24528301886792]","[71.16402116402116, 70.58823529411765]"
V26,"[0, 0.9, 1]",4.745827384001778,"[93.91249207355739, 6.087507926442613]","[96.20253164556962, 3.79746835443038]","[69.41255908170156, 79.16666666666666]","[71.3157894736842, 66.66666666666666]"
V27,"[0, 0.45, 1]",1.0298942231872434,"[50.856055802156, 49.14394419784401]","[49.87341772151899, 50.12658227848101]","[67.33167082294264, 72.7741935483871]","[67.51269035532995, 74.74747474747475]"
V27,"[0, 0.5, 1]",1.3896729264102845,"[52.25110970196576, 47.74889029803424]","[50.63291139240506, 49.36708860759494]","[67.1116504854369, 73.17397078353254]","[67.0, 75.38461538461539]"
V27,"[0, 0.55, 1]",1.5900046764334164,"[53.58275206087508, 46.41724793912492]","[51.64556962025316, 48.35443037974684]","[67.33727810650888, 73.08743169398907]","[67.15686274509804, 75.39267015706807]"
V27,"[0, 0.6, 1]",1.7632320644076138,"[54.470513633481296, 45.529486366518704]","[52.40506329113924, 47.59493670886076]","[67.52037252619326, 72.98050139275766]","[67.14975845410628, 75.53191489361703]"
V27,"[0, 0.65, 1]",1.1675025593053086,"[55.10462904248573, 44.89537095751427]","[53.92405063291139, 46.07594936708861]","[67.54890678941312, 73.0225988700565]","[67.6056338028169, 75.27472527472527]"
V27,"[0, 0.7, 1]",1.6614201186141067,"[56.436271401395054, 43.563728598604946]","[54.936708860759495, 45.063291139240505]","[67.86516853932584, 72.7802037845706]","[67.2811059907834, 75.84269662921348]"
V27,"[0, 0.75, 1]",2.08791180830921,"[58.5288522511097, 41.471147748890296]","[55.949367088607595, 44.050632911392405]","[68.25568797399784, 72.47706422018348]","[67.87330316742081, 75.28735632183908]"
V27,"[0, 0.8, 1]",1.8970444408322447,"[62.52377932783767, 37.476220672162334]","[60.0, 40.0]","[68.96551724137932, 71.74280879864637]","[69.19831223628692, 74.0506329113924]"
V27,"[0, 0.85, 1]",1.311318534687441,"[64.80659480025365, 35.19340519974635]","[63.54430379746835, 36.45569620253165]","[68.59099804305285, 72.61261261261261]","[68.92430278884463, 75.0]"
V27,"[0, 0.9, 1]",1.2623829457793114,"[69.4990488268865, 30.500951173113506]","[68.10126582278481, 31.89873417721519]","[68.88686131386861, 72.55717255717255]","[69.88847583643123, 73.80952380952381]"
V28,"[0, 0.45, 1]",1.2376897430923641,"[76.72796448953709, 23.272035510462903]","[75.44303797468355, 24.556962025316455]","[68.18181818181817, 76.02179836512262]","[69.79865771812081, 75.25773195876289]"
V28,"[0, 0.5, 1]",0.8318121391242732,"[78.12301838934687, 21.87698161065314]","[77.9746835443038, 22.025316455696203]","[68.34415584415584, 75.94202898550725]","[69.15584415584416, 78.16091954022988]"
V28,"[0, 0.55, 1]",0.7575269486184073,"[79.07419150285352, 20.92580849714648]","[78.9873417721519, 21.012658227848103]","[68.32397754611067, 76.36363636363637]","[69.23076923076923, 78.3132530120482]"
V28,"[0, 0.6, 1]",1.0732973656318476,"[79.7717184527584, 20.228281547241597]","[79.49367088607595, 20.506329113924053]","[68.5214626391097, 75.86206896551724]","[69.10828025477707, 79.01234567901234]"
V28,"[0, 0.65, 1]",1.3783194551208586,"[80.72289156626506, 19.27710843373494]","[79.49367088607595, 20.506329113924053]","[68.42105263157895, 76.64473684210526]","[69.10828025477707, 79.01234567901234]"
V28,"[0, 0.7, 1]",1.626334199112466,"[81.99112238427394, 18.008877615726064]","[80.75949367088607, 19.240506329113924]","[68.8321732405259, 75.35211267605634]","[69.27899686520375, 78.94736842105263]"
V28,"[0, 0.75, 1]",1.844568399448974,"[82.94229549778059, 17.057704502219405]","[81.51898734177216, 18.48101265822785]","[68.65443425076452, 76.57992565055763]","[68.94409937888199, 80.82191780821918]"
V28,"[0, 0.8, 1]",2.17452439437319,"[85.85922637920102, 14.140773620798985]","[83.54430379746836, 16.455696202531644]","[69.20236336779911, 74.88789237668162]","[69.6969696969697, 78.46153846153847]"
V28,"[0, 0.85, 1]",2.628213248067929,"[86.87381103360812, 13.126188966391883]","[84.30379746835443, 15.69620253164557]","[69.41605839416059, 73.91304347826086]","[69.66966966966966, 79.03225806451613]"
V28,"[0, 0.9, 1]",3.081723581704546,"[88.142041851617, 11.857958148383005]","[85.31645569620252, 14.683544303797468]","[69.64028776978417, 72.72727272727273]","[69.73293768545994, 79.3103448275862]"
V29,"[0, 0.45, 1]",2.0265966610102932,"[55.99239061509195, 44.00760938490805]","[52.911392405063296, 47.08860759493671]","[67.15741789354473, 73.63112391930837]","[67.46411483253588, 75.26881720430107]"
V29,"[0, 0.5, 1]",1.8867370480377375,"[57.57767913760304, 42.42232086239696]","[54.68354430379747, 45.31645569620253]","[67.07048458149781, 73.99103139013454]","[68.51851851851852, 74.30167597765363]"
V29,"[0, 0.55, 1]",1.6631201265861328,"[59.22637920101459, 40.77362079898542]","[56.9620253164557, 43.037974683544306]","[67.13062098501071, 74.18351477449455]","[67.55555555555556, 75.88235294117646]"
V29,"[0, 0.6, 1]",1.881209786264547,"[60.49461001902346, 39.50538998097654]","[57.72151898734177, 42.278481012658226]","[67.29559748427673, 74.15730337078652]","[67.98245614035088, 75.44910179640718]"
V29,"[0, 0.65, 1]",1.7687949009972908,"[61.953075459733675, 38.04692454026633]","[59.49367088607595, 40.50632911392405]","[67.55373592630501, 74.0]","[68.08510638297872, 75.625]"
V29,"[0, 0.7, 1]",0.8159617152991334,"[62.96766011414078, 37.03233988585923]","[62.278481012658226, 37.721518987341774]","[67.5730110775428, 74.14383561643835]","[69.10569105691057, 74.49664429530202]"
V29,"[0, 0.75, 1]",0.8940187734050511,"[64.36271401395054, 35.63728598604946]","[63.54430379746835, 36.45569620253165]","[67.19211822660098, 75.08896797153025]","[68.52589641434263, 75.69444444444444]"
V29,"[0, 0.8, 1]",0.7442323403816751,"[65.82117945466075, 34.17882054533925]","[65.56962025316456, 34.43037974683544]","[67.14836223506744, 75.51020408163265]","[69.1119691119691, 75.0]"
V29,"[0, 0.85, 1]",1.3437079661133282,"[70.45022194039315, 29.549778059606847]","[68.86075949367088, 31.139240506329113]","[68.13681368136814, 74.46351931330472]","[69.85294117647058, 73.98373983739837]"
V29,"[0, 0.9, 1]",0.4875465165358639,"[73.62079898541535, 26.379201014584652]","[73.67088607594937, 26.329113924050635]","[68.73385012919897, 73.5576923076923]","[70.10309278350515, 74.03846153846155]"
V30,"[0, 0.45, 1]",0.6858839243745498,"[94.73684210526315, 5.263157894736842]","[95.18987341772151, 4.810126582278481]","[69.47791164658635, 79.51807228915662]","[70.74468085106383, 78.94736842105263]"
V30,"[0, 0.5, 1]",0.6125653237319766,"[94.99048826886494, 5.009511731135067]","[95.18987341772151, 4.810126582278481]","[69.49265687583444, 79.74683544303798]","[70.74468085106383, 78.94736842105263]"
V30,"[0, 0.55, 1]",0.5108576151636717,"[95.05389980976537, 4.946100190234623]","[95.18987341772151, 4.810126582278481]","[69.5130086724483, 79.48717948717949]","[70.74468085106383, 78.94736842105263]"
V30,"[0, 0.6, 1]",0.9935436104205349,"[95.18072289156626, 4.819277108433735]","[95.18987341772151, 4.810126582278481]","[69.42038640906063, 81.57894736842105]","[70.74468085106383, 78.94736842105263]"
V30,"[0, 0.65, 1]",1.8403371848338692,"[95.62460367786937, 4.375396322130628]","[95.18987341772151, 4.810126582278481]","[69.36339522546419, 84.05797101449275]","[70.74468085106383, 78.94736842105263]"
V30,"[0, 0.7, 1]",1.6498649942769643,"[96.19530754597336, 3.804692454026633]","[95.69620253164557, 4.30379746835443]","[69.34739617666446, 86.66666666666667]","[70.63492063492063, 82.35294117647058]"
V30,"[0, 0.75, 1]",0.9181116189544057,"[96.63918833227648, 3.3608116677235254]","[96.20253164556962, 3.79746835443038]","[69.48818897637796, 84.90566037735849]","[70.52631578947368, 86.66666666666667]"
V30,"[0, 0.8, 1]",2.174816868187097,"[97.01965757767914, 2.9803424223208625]","[96.70886075949367, 3.2911392405063293]","[69.54248366013071, 85.1063829787234]","[70.41884816753927, 92.3076923076923]"
V30,"[0, 0.85, 1]",4.419465385399725,"[97.33671528218136, 2.6632847178186427]","[97.46835443037975, 2.5316455696202533]","[69.64169381107493, 83.33333333333334]","[70.3896103896104, 100.0]"
V30,"[0, 0.9, 1]",4.488827605635791,"[99.61953075459733, 0.3804692454026633]","[99.49367088607595, 0.5063291139240507]","[69.95544239338001, 83.33333333333334]","[70.99236641221374, 100.0]"
V31,"[0, 0.45, 1]",3.3688684618845874,"[9.194673430564363, 90.80532656943564]","[6.329113924050633, 93.67088607594937]","[73.10344827586206, 69.6927374301676]","[80.0, 70.54054054054055]"
V31,"[0, 0.5, 1]",3.3996940441836685,"[10.589727330374128, 89.41027266962587]","[7.341772151898734, 92.65822784810128]","[73.05389221556887, 69.64539007092199]","[79.3103448275862, 70.49180327868852]"
V31,"[0, 0.55, 1]",3.8794744123835136,"[11.477488902980342, 88.52251109701966]","[7.341772151898734, 92.65822784810128]","[72.92817679558011, 69.62750716332378]","[79.3103448275862, 70.49180327868852]"
V31,"[0, 0.6, 1]",2.6072293622500853,"[12.555485098287889, 87.44451490171211]","[8.60759493670886, 91.39240506329114]","[72.22222222222221, 69.6881798404641]","[73.52941176470588, 70.91412742382272]"
V31,"[0, 0.65, 1]",3.1457656551621422,"[13.950538998097652, 86.04946100190234]","[10.126582278481013, 89.87341772151899]","[70.9090909090909, 69.85998526160648]","[75.0, 70.70422535211267]"
V31,"[0, 0.7, 1]",3.1880297401181057,"[15.155358275206087, 84.84464172479392]","[11.139240506329113, 88.86075949367088]","[71.1297071129707, 69.80568011958147]","[75.0, 70.65527065527066]"
V31,"[0, 0.75, 1]",2.9336022001271824,"[16.67723525681674, 83.32276474318327]","[13.670886075949367, 86.32911392405063]","[70.72243346007605, 69.86301369863014]","[75.92592592592592, 70.38123167155426]"
V31,"[0, 0.8, 1]",3.303506153037661,"[18.325935320228282, 81.67406467977172]","[15.443037974683543, 84.55696202531645]","[71.280276816609, 69.72049689440993]","[78.68852459016394, 69.76047904191617]"
V31,"[0, 0.85, 1]",4.303614722170708,"[21.2428662016487, 78.7571337983513]","[16.962025316455694, 83.0379746835443]","[70.74626865671641, 69.80676328502415]","[79.1044776119403, 69.51219512195121]"
V31,"[0, 0.9, 1]",4.092273054355296,"[80.40583386176284, 19.59416613823716]","[76.70886075949367, 23.29113924050633]","[68.92744479495269, 74.4336569579288]","[71.94719471947195, 68.47826086956522]"
V32,"[0, 0.45, 1]",1.0037771854645694,"[62.39695624603678, 37.60304375396322]","[63.29113924050633, 36.708860759493675]","[67.3780487804878, 74.36762225969646]","[68.8, 75.17241379310344]"
V32,"[0, 0.5, 1]",0.6289547354334601,"[65.50412175015853, 34.495878249841475]","[65.31645569620254, 34.68354430379747]","[67.37657308809293, 75.0]","[68.6046511627907, 75.91240875912408]"
V32,"[0, 0.55, 1]",0.6788691476911168,"[67.91376030437539, 32.0862396956246]","[67.59493670886076, 32.40506329113924]","[67.50700280112045, 75.29644268774703]","[69.28838951310861, 75.0]"
V32,"[0, 0.6, 1]",0.9619911175282896,"[70.64045656309447, 29.359543436905515]","[70.37974683544303, 29.620253164556964]","[68.04308797127469, 74.73002159827213]","[70.14388489208633, 73.50427350427351]"
V32,"[0, 0.65, 1]",1.5051254984368132,"[73.5573874445149, 26.442612555485102]","[75.69620253164557, 24.30379746835443]","[67.8448275862069, 76.01918465227818]","[69.56521739130434, 76.04166666666666]"
V32,"[0, 0.7, 1]",1.0292242663294564,"[76.53772986683578, 23.462270133164235]","[77.46835443037975, 22.531645569620252]","[68.35128417564209, 75.4054054054054]","[69.6078431372549, 76.40449438202246]"
V32,"[0, 0.75, 1]",2.131274298069541,"[80.15218769816107, 19.847812301838935]","[82.53164556962025, 17.468354430379744]","[68.59177215189874, 75.71884984025559]","[70.5521472392638, 73.91304347826086]"
V32,"[0, 0.8, 1]",2.5524609501273114,"[83.89346861128726, 16.106531388712746]","[87.0886075949367, 12.91139240506329]","[68.40513983371126, 78.34645669291339]","[70.34883720930233, 76.47058823529412]"
V32,"[0, 0.85, 1]",1.6124595598702531,"[90.74191502853519, 9.258084971464807]","[90.88607594936708, 9.113924050632912]","[69.04262753319357, 79.45205479452055]","[70.75208913649024, 75.0]"
V32,"[0, 0.9, 1]",3.3232516275859485,"[95.30754597336716, 4.692454026632848]","[95.18987341772151, 4.810126582278481]","[69.52761144377911, 79.72972972972973]","[71.27659574468085, 68.42105263157895]"
V33,"[0, 0.45, 1]",6.260014289634707,"[19.403931515535827, 80.59606848446417]","[15.69620253164557, 84.30379746835443]","[68.62745098039215, 70.33831628638868]","[54.83870967741935, 74.17417417417418]"
V33,"[0, 0.5, 1]",6.6491869843233395,"[24.28662016487001, 75.71337983512998]","[20.0, 80.0]","[70.23498694516971, 69.93299832495813]","[56.9620253164557, 74.68354430379746]"
V33,"[0, 0.55, 1]",4.244508516799263,"[28.408370323398856, 71.59162967660114]","[25.31645569620253, 74.68354430379746]","[68.97321428571429, 70.4162976085031]","[62.0, 74.23728813559322]"
V33,"[0, 0.6, 1]",3.68828753703463,"[35.003170577045026, 64.99682942295499]","[31.645569620253166, 68.35443037974683]","[69.20289855072464, 70.4390243902439]","[64.8, 74.07407407407408]"
V33,"[0, 0.65, 1]",3.8492676150513088,"[41.217501585288524, 58.78249841471148]","[39.24050632911392, 60.75949367088608]","[69.07692307692308, 70.65803667745415]","[63.2258064516129, 76.25]"
V33,"[0, 0.7, 1]",3.087520399283978,"[47.305009511731136, 52.694990488268864]","[45.822784810126585, 54.177215189873415]","[69.16890080428955, 70.7581227436823]","[65.19337016574586, 76.16822429906543]"
V33,"[0, 0.75, 1]",3.8316615245294496,"[53.58275206087508, 46.41724793912492]","[51.13924050632911, 48.860759493670884]","[69.3491124260355, 70.76502732240438]","[65.34653465346535, 77.2020725388601]"
V33,"[0, 0.8, 1]",2.9311170519020386,"[58.97273303741281, 41.02726696258719]","[59.49367088607595, 40.50632911392405]","[68.70967741935485, 71.87017001545595]","[65.53191489361701, 79.375]"
V33,"[0, 0.85, 1]",1.8776475699897865,"[67.08941027266962, 32.910589727330375]","[66.83544303797468, 33.164556962025316]","[69.37618147448015, 71.29094412331408]","[68.18181818181817, 77.09923664122137]"
V33,"[0, 0.9, 1]",2.4441369371936092,"[73.87444514901712, 26.12555485098288]","[74.43037974683544, 25.569620253164555]","[69.78540772532189, 70.63106796116504]","[68.70748299319727, 78.21782178217822]"
V34,"[0, 0.45, 1]",1.1433330949671492,"[96.8294229549778, 3.1705770450221937]","[97.46835443037975, 2.5316455696202533]","[69.6136214800262, 82.0]","[70.9090909090909, 80.0]"
V34,"[0, 0.5, 1]",0.7460864574750664,"[97.01965757767914, 2.9803424223208625]","[97.46835443037975, 2.5316455696202533]","[69.67320261437908, 80.85106382978722]","[70.9090909090909, 80.0]"
V34,"[0, 0.55, 1]",1.0318852727167798,"[97.14648065948003, 2.8535193405199744]","[97.46835443037975, 2.5316455696202533]","[69.64751958224544, 82.22222222222221]","[70.9090909090909, 80.0]"
V34,"[0, 0.6, 1]",1.0318852727167798,"[97.14648065948003, 2.8535193405199744]","[97.46835443037975, 2.5316455696202533]","[69.64751958224544, 82.22222222222221]","[70.9090909090909, 80.0]"
V34,"[0, 0.65, 1]",1.0318852727167798,"[97.14648065948003, 2.8535193405199744]","[97.46835443037975, 2.5316455696202533]","[69.64751958224544, 82.22222222222221]","[70.9090909090909, 80.0]"
V34,"[0, 0.7, 1]",1.7328643691179226,"[97.14648065948003, 2.8535193405199744]","[97.72151898734177, 2.278481012658228]","[69.64751958224544, 82.22222222222221]","[70.98445595854922, 77.77777777777779]"
V34,"[0, 0.75, 1]",1.7328643691179226,"[97.14648065948003, 2.8535193405199744]","[97.72151898734177, 2.278481012658228]","[69.64751958224544, 82.22222222222221]","[70.98445595854922, 77.77777777777779]"
V34,"[0, 0.8, 1]",1.9169812783376674,"[97.33671528218136, 2.6632847178186427]","[97.72151898734177, 2.278481012658228]","[69.64169381107493, 83.33333333333334]","[70.98445595854922, 77.77777777777779]"
V34,"[0, 0.85, 1]",2.1438275484610116,"[97.52694990488268, 2.4730500951173116]","[97.72151898734177, 2.278481012658228]","[69.63589076723017, 84.61538461538461]","[70.98445595854922, 77.77777777777779]"
V34,"[0, 0.9, 1]",0.28322483805976617,"[100.0, 0]","[100.0, 0]","[70.00634115409005, 0]","[71.13924050632912, 0]"
V35,"[0, 0.45, 1]",4.805520772506349,"[72.98668357641091, 27.013316423589096]","[68.86075949367088, 31.139240506329113]","[68.98349261511729, 72.76995305164318]","[66.54411764705883, 81.30081300813008]"
V35,"[0, 0.5, 1]",3.821266594004797,"[74.88902980342422, 25.110970196575778]","[71.13924050632912, 28.860759493670884]","[68.58594411515665, 74.24242424242425]","[67.25978647686833, 80.7017543859649]"
V35,"[0, 0.55, 1]",3.4075368933574612,"[76.1572606214331, 23.8427393785669]","[72.40506329113924, 27.59493670886076]","[68.60949208992506, 74.46808510638297]","[67.83216783216784, 79.81651376146789]"
V35,"[0, 0.6, 1]",2.723277096819194,"[77.23525681674064, 22.764743183259352]","[74.17721518987341, 25.82278481012658]","[68.55500821018062, 74.93036211699165]","[68.25938566552901, 79.41176470588235]"
V35,"[0, 0.65, 1]",3.039995990090649,"[77.93278376664553, 22.06721623335447]","[75.69620253164557, 24.30379746835443]","[68.75508543531326, 74.42528735632183]","[67.89297658862876, 81.25]"
V35,"[0, 0.7, 1]",1.9269052331126284,"[78.37666455294864, 21.623335447051364]","[77.21518987341773, 22.78481012658228]","[68.68932038834951, 74.7800586510264]","[68.52459016393443, 80.0]"
V35,"[0, 0.75, 1]",1.5706701851715277,"[79.45466074825617, 20.545339251743815]","[78.22784810126582, 21.772151898734176]","[68.55546687948923, 75.61728395061729]","[68.93203883495146, 79.06976744186046]"
V35,"[0, 0.8, 1]",0.8051969525224711,"[80.2155992390615, 19.784400760938492]","[79.74683544303798, 20.253164556962027]","[68.45849802371542, 76.28205128205127]","[69.52380952380952, 77.5]"
V35,"[0, 0.85, 1]",0.8030535255723406,"[81.86429930247306, 18.13570069752695]","[82.02531645569621, 17.974683544303797]","[68.70642912470953, 75.87412587412588]","[70.37037037037037, 74.64788732394366]"
V35,"[0, 0.9, 1]",1.6441355832707747,"[86.49334178820546, 13.506658211794548]","[86.83544303797468, 13.164556962025317]","[69.20821114369502, 75.11737089201877]","[71.13702623906705, 71.15384615384616]"
V36,"[0, 0.45, 1]",0.9849948023630031,"[46.35383639822448, 53.64616360177552]","[47.08860759493671, 52.911392405063296]","[66.62106703146374, 72.93144208037825]","[68.81720430107528, 73.20574162679426]"
V36,"[0, 0.5, 1]",0.8683468113527368,"[47.05136334812936, 52.94863665187064]","[47.59493670886076, 52.40506329113924]","[66.84636118598382, 72.81437125748504]","[68.61702127659575, 73.42995169082126]"
V36,"[0, 0.55, 1]",0.6445555972459491,"[48.25618262523779, 51.7438173747622]","[48.10126582278481, 51.89873417721519]","[67.01708278580814, 72.79411764705883]","[68.42105263157895, 73.65853658536585]"
V36,"[0, 0.6, 1]",1.175196474799801,"[49.65123652504756, 50.34876347495244]","[48.35443037974684, 51.64556962025316]","[67.30523627075351, 72.67002518891688]","[68.06282722513089, 74.01960784313727]"
V36,"[0, 0.65, 1]",0.8796987830761207,"[50.285351934052, 49.714648065948005]","[49.62025316455696, 50.37974683544304]","[67.59142496847414, 72.44897959183673]","[67.85714285714286, 74.37185929648241]"
V36,"[0, 0.7, 1]",0.5932341566293537,"[51.68040583386176, 48.31959416613824]","[51.64556962025316, 48.35443037974684]","[67.60736196319019, 72.57217847769029]","[68.13725490196079, 74.3455497382199]"
V36,"[0, 0.75, 1]",0.8728913918120664,"[53.202282815472415, 46.797717184527585]","[52.65822784810127, 47.34177215189874]","[67.81883194278903, 72.49322493224932]","[67.78846153846155, 74.8663101604278]"
V36,"[0, 0.8, 1]",0.9486396390500875,"[56.9435637285986, 43.056436271401395]","[56.20253164556962, 43.79746835443038]","[68.59688195991092, 71.87039764359352]","[69.36936936936937, 73.41040462427746]"
V36,"[0, 0.85, 1]",0.7480628849771165,"[58.592263792010144, 41.407736207989856]","[58.22784810126582, 41.77215189873418]","[68.5064935064935, 72.12863705972435]","[69.56521739130434, 73.33333333333333]"
V36,"[0, 0.9, 1]",1.0564428116955913,"[61.82625237793279, 38.17374762206722]","[60.75949367088608, 39.24050632911392]","[68.71794871794872, 72.09302325581395]","[70.0, 72.90322580645162]"
V37,"[0, 0.45, 1]",2.4226337538854104,"[50.602409638554214, 49.39759036144578]","[47.34177215189874, 52.65822784810127]","[68.04511278195488, 72.01540436456996]","[67.37967914438502, 74.51923076923077]"
V37,"[0, 0.5, 1]",1.6952067042889567,"[52.25110970196576, 47.74889029803424]","[49.87341772151899, 50.12658227848101]","[67.59708737864078, 72.64276228419655]","[68.52791878172589, 73.73737373737373]"
V37,"[0, 0.55, 1]",1.9618988892251146,"[53.3291058972733, 46.6708941027267]","[50.37974683544304, 49.62025316455696]","[67.53864447086801, 72.82608695652173]","[68.84422110552764, 73.46938775510205]"
V37,"[0, 0.6, 1]",2.2316177153592847,"[54.78757133798351, 45.212428662016485]","[51.392405063291136, 48.60759493670886]","[67.47685185185185, 73.07152875175316]","[69.45812807881774, 72.91666666666666]"
V37,"[0, 0.65, 1]",1.791468112926868,"[56.24603677869372, 43.75396322130628]","[53.67088607594936, 46.32911392405064]","[67.86922209695602, 72.7536231884058]","[68.86792452830188, 73.77049180327869]"
V37,"[0, 0.7, 1]",1.307524147699354,"[58.78249841471148, 41.217501585288524]","[57.21518987341773, 42.78481012658228]","[68.28478964401295, 72.46153846153847]","[69.46902654867256, 73.37278106508876]"
V37,"[0, 0.75, 1]",0.9028447949269118,"[60.81166772352569, 39.18833227647432]","[60.0, 40.0]","[68.50886339937435, 72.33009708737865]","[70.042194092827, 72.78481012658227]"
